357	590	2
357	595	1
357	610	6
357	685	2
357	698	1
357	732	1
357	741	1
357	747	6
357	788	2
357	800	1
357	865	1
357	867	1
357	916	1
357	954	5
357	988	1
357	1045	22
357	1123	16
357	1166	3
357	1216	3
357	1229	2
357	1244	5
357	1311	1
357	1435	6
357	1443	1
357	1491	1
357	1494	4
357	1541	1
357	1618	5
357	1627	3
357	1672	2
357	1676	1
357	1888	2
357	1914	1
357	1916	1
357	1924	1
357	2030	4
357	2077	2
357	2105	1
357	2113	2
357	2203	1
357	2279	1
357	2314	6
357	2316	1
357	2329	1
357	2336	3
357	2344	1
357	2355	1
357	2379	1
357	2445	1
357	2460	2
357	2473	3
357	2521	3
357	2533	2
357	2548	6
357	2640	1
357	2673	2
357	2720	1
357	2757	2
357	2798	1
357	2800	3
357	2822	1
483	560	8
483	565	1
483	590	3
483	610	2
483	681	1
483	685	1
483	865	1
483	954	2
483	988	1
483	1123	5
483	1229	1
483	1541	1
483	1618	2
483	1627	2
483	1914	1
483	2030	1
483	2279	1
483	2281	1
483	2326	1
483	2460	1
483	2479	1
483	2521	1
483	2548	1
502	560	1
502	590	2
502	610	1
502	1123	1
502	2521	1
502	2548	1
502	2673	1
509	560	9
509	565	1
509	747	2
509	1092	1
509	1123	1
509	1166	1
509	1618	1
509	2203	1
509	2279	1
509	2281	1
509	2305	1
509	2473	3
509	2660	1
509	2673	1
509	2693	1
560	565	8
560	573	3
560	584	3
560	590	6
560	595	1
560	610	6
560	685	8
560	732	12
560	747	23
560	762	9
560	788	5
560	809	1
560	865	6
560	867	1
560	916	7
560	954	6
560	968	2
560	988	2
560	1006	1
560	1045	20
560	1092	3
560	1123	25
560	1166	9
560	1202	5
560	1216	8
560	1229	5
560	1244	7
560	1261	1
560	1311	1
560	1435	6
560	1443	1
560	1494	1
560	1541	4
560	1550	4
560	1596	1
560	1618	6
560	1627	4
560	1676	2
560	1796	1
560	1888	3
560	1914	1
560	1916	1
560	1976	1
560	2030	5
560	2043	2
560	2077	3
560	2105	3
560	2113	1
560	2185	4
560	2203	6
560	2279	39
560	2281	25
560	2305	3
560	2314	15
560	2318	4
560	2329	3
560	2336	5
560	2339	4
560	2344	1
560	2379	1
560	2445	1
560	2460	2
560	2473	8
560	2479	2
560	2521	4
560	2529	1
560	2533	4
560	2548	8
560	2609	1
560	2640	2
560	2660	4
560	2673	3
560	2693	3
560	2720	1
560	2757	2
560	2758	5
560	2798	2
560	2800	2
560	2822	4
565	590	1
565	595	1
565	865	2
565	988	1
565	1123	2
565	1216	1
565	1435	1
565	2030	1
565	2281	3
565	2305	1
565	2336	1
573	595	1
573	732	1
573	1045	2
573	1123	1
573	1627	2
573	1676	1
573	2318	1
573	2382	1
573	2521	1
584	595	1
584	954	2
584	1443	1
584	1491	1
584	2009	1
584	2279	1
584	2521	1
584	2529	1
590	610	1
590	681	1
590	685	2
590	788	1
590	865	1
590	988	1
590	1123	1
590	1216	1
590	1550	1
590	1627	1
590	1676	1
590	2030	1
590	2279	3
590	2281	3
590	2318	2
590	2460	2
590	2548	4
590	2673	1
595	610	1
595	867	1
595	954	5
595	968	3
595	1092	1
595	1443	2
595	1541	1
595	1627	2
595	2009	2
595	2318	1
595	2382	3
595	2521	1
610	685	3
610	747	2
610	788	1
610	865	2
610	916	1
610	954	2
610	968	1
610	1045	2
610	1123	9
610	1216	2
610	1244	4
610	1435	4
610	1443	1
610	1491	1
610	1596	1
610	1627	2
610	1672	2
610	1914	2
610	1916	1
610	2009	1
610	2030	1
610	2077	1
610	2203	1
610	2279	1
610	2281	4
610	2314	1
610	2339	1
610	2355	1
610	2445	1
610	2473	1
610	2479	1
610	2529	1
610	2533	1
610	2673	1
659	809	1
659	867	1
659	1123	2
659	1494	1
659	1514	1
659	2355	1
659	2379	1
659	2445	2
659	2533	1
659	2609	1
681	685	1
681	800	1
681	809	1
681	867	1
681	1122	1
681	1123	3
681	1216	1
681	1618	1
681	2009	1
681	2077	1
681	2460	1
681	2479	1
681	2548	1
685	788	1
685	1123	4
685	1244	1
685	1541	1
685	1550	1
685	1627	2
685	1924	1
685	2185	2
685	2279	1
685	2281	2
685	2379	1
685	2460	2
685	2548	2
685	2822	1
698	954	1
698	1006	1
698	1045	1
698	1123	1
698	1672	1
698	1916	5
698	2113	1
698	2281	1
698	2316	1
698	2336	1
698	2344	1
698	2355	1
698	2460	1
698	2473	2
698	2533	2
698	2720	1
732	747	1
732	788	1
732	1045	1
732	1123	1
732	1202	2
732	1229	1
732	1435	2
732	2113	1
732	2279	5
732	2281	1
732	2314	2
732	2336	2
732	2339	1
741	954	1
741	968	2
741	1123	1
741	1491	2
741	1596	1
747	788	1
747	809	1
747	954	4
747	1045	5
747	1092	2
747	1123	8
747	1166	1
747	1216	1
747	1229	3
747	1244	4
747	1550	2
747	1596	1
747	1618	1
747	1796	2
747	1888	1
747	2030	3
747	2043	1
747	2105	2
747	2113	1
747	2185	1
747	2203	2
747	2279	5
747	2281	13
747	2305	1
747	2314	3
747	2339	2
747	2445	1
747	2473	3
747	2521	1
747	2533	2
747	2548	1
747	2693	1
747	2757	1
747	2798	2
747	2800	1
747	2822	1
762	1045	1
762	1123	2
762	2279	1
762	2281	1
762	2305	1
788	865	1
788	954	1
788	1006	1
788	1092	1
788	1123	1
788	1166	3
788	1514	1
788	1618	1
788	1976	1
788	2279	1
788	2281	4
788	2314	1
788	2336	1
788	2460	1
800	954	2
800	1045	3
800	1122	1
800	1123	5
800	1494	1
800	1914	1
800	1924	1
800	2280	1
800	2281	1
800	2316	1
800	2329	1
800	2445	1
800	2720	2
800	2800	1
809	1123	4
809	1166	1
809	1216	1
809	1229	1
809	1494	1
809	2077	1
809	2316	1
809	2533	1
809	2693	1
865	954	1
865	988	1
865	1045	3
865	1123	1
865	1166	1
865	1216	1
865	1229	2
865	1311	1
865	1435	1
865	1575	1
865	1596	1
865	1672	1
865	2030	7
865	2043	1
865	2077	1
865	2281	4
865	2457	2
865	2529	2
865	2533	1
865	2673	1
865	2798	1
867	1123	3
867	1494	1
867	1550	1
867	2030	1
867	2279	1
867	2281	1
867	2382	1
867	2473	1
867	2521	1
867	2757	1
916	954	1
916	1045	3
916	1123	4
916	1166	1
916	1244	1
916	1494	1
916	1550	1
916	1575	1
916	2113	1
916	2203	1
916	2279	1
916	2314	2
954	968	4
954	1006	1
954	1045	2
954	1092	2
954	1123	34
954	1166	1
954	1216	1
954	1435	1
954	1443	4
954	1491	2
954	1541	1
954	1627	3
954	1676	1
954	1704	1
954	1796	2
954	1888	1
954	1916	2
954	1924	1
954	2009	4
954	2077	1
954	2105	2
954	2113	3
954	2185	1
954	2281	2
954	2316	3
954	2336	2
954	2339	1
954	2344	1
954	2355	2
954	2379	1
954	2445	1
954	2460	1
954	2473	1
954	2479	1
954	2521	2
954	2529	2
954	2640	1
954	2757	1
954	2758	2
954	2798	1
968	1045	1
968	1092	1
968	1123	2
968	1443	3
968	1491	1
968	1514	1
968	1541	1
968	1596	1
968	1914	1
968	1924	1
968	2009	3
968	2280	1
968	2297	1
968	2305	2
968	2316	2
968	2318	1
968	2379	1
968	2521	3
988	1123	2
988	1244	1
988	1796	1
988	1916	1
988	2030	2
988	2281	2
988	2548	1
1006	1514	1
1006	1618	1
1006	1888	2
1006	1916	1
1006	2281	1
1006	2336	3
1006	2460	1
1006	2473	1
1045	1092	1
1045	1123	16
1045	1166	2
1045	1216	2
1045	1229	2
1045	1244	5
1045	1311	2
1045	1435	3
1045	1443	1
1045	1494	4
1045	1514	1
1045	1618	1
1045	1627	3
1045	1676	1
1045	1924	2
1045	1976	1
1045	2030	3
1045	2043	1
1045	2077	1
1045	2105	1
1045	2279	3
1045	2280	1
1045	2281	4
1045	2314	1
1045	2316	1
1045	2318	1
1045	2336	1
1045	2339	1
1045	2445	1
1045	2521	3
1045	2533	1
1045	2609	1
1045	2757	1
1045	2798	1
1092	1123	1
1092	1166	1
1092	1443	1
1092	1550	1
1092	1627	1
1092	1676	1
1092	2009	1
1092	2279	1
1092	2281	2
1092	2305	1
1092	2473	1
1092	2521	3
1092	2609	1
1092	2693	2
1122	1123	7
1122	1704	1
1122	1924	1
1122	2077	1
1122	2479	1
1123	1166	10
1123	1216	17
1123	1229	8
1123	1244	6
1123	1261	1
1123	1311	1
1123	1358	2
1123	1435	7
1123	1491	3
1123	1494	5
1123	1514	1
1123	1541	1
1123	1550	2
1123	1575	3
1123	1596	3
1123	1627	7
1123	1672	2
1123	1676	1
1123	1704	5
1123	1796	2
1123	1914	1
1123	1916	4
1123	1924	6
1123	2043	4
1123	2077	16
1123	2105	3
1123	2113	2
1123	2279	7
1123	2280	3
1123	2281	17
1123	2297	4
1123	2305	1
1123	2314	7
1123	2316	3
1123	2318	2
1123	2326	2
1123	2336	5
1123	2344	4
1123	2355	6
1123	2379	3
1123	2445	3
1123	2457	2
1123	2473	2
1123	2479	4
1123	2521	2
1123	2529	3
1123	2533	3
1123	2548	4
1123	2609	3
1123	2640	4
1123	2660	2
1123	2720	4
1123	2757	3
1123	2758	1
1123	2798	2
1123	2800	5
1166	1216	1
1166	1311	1
1166	1541	1
1166	1575	1
1166	1672	1
1166	2030	2
1166	2077	1
1166	2279	2
1166	2281	7
1166	2297	1
1166	2305	1
1166	2314	3
1166	2329	1
1166	2473	2
1166	2533	1
1166	2693	2
1166	2758	2
1202	1244	1
1202	2279	6
1202	2314	1
1202	2473	1
1202	2521	1
1202	2800	1
1202	2822	1
1216	1311	1
1216	1435	2
1216	2077	5
1216	2105	1
1216	2279	3
1216	2280	1
1216	2281	6
1216	2305	1
1216	2445	1
1216	2473	2
1216	2521	1
1216	2640	2
1216	2660	1
1229	1311	1
1229	1435	1
1229	1575	2
1229	2043	1
1229	2077	1
1229	2279	3
1229	2281	2
1229	2305	1
1229	2314	1
1229	2318	3
1229	2329	1
1229	2336	1
1229	2660	2
1229	2800	1
1244	1494	1
1244	1596	1
1244	1672	2
1244	1914	1
1244	1916	1
1244	2030	1
1244	2105	1
1244	2203	1
1244	2279	3
1244	2281	5
1244	2314	1
1244	2336	1
1244	2355	1
1261	2281	3
1311	2281	1
1311	2529	1
1311	2757	1
1358	1976	2
1358	2479	1
1358	2693	1
1358	2822	1
1435	1618	1
1435	2279	1
1435	2281	4
1435	2336	1
1435	2379	1
1435	2460	1
1435	2473	2
1435	2529	1
1435	2548	1
1435	2640	1
1435	2798	2
1443	1491	1
1443	2009	5
1443	2521	1
1491	1596	1
1491	2009	1
1494	1704	1
1494	2355	1
1494	2720	1
1505	1627	1
1505	1916	1
1505	2077	1
1505	2460	1
1514	1888	1
1514	1976	1
1514	2281	1
1514	2379	1
1514	2445	1
1514	2521	1
1541	1618	2
1541	1627	1
1541	2077	1
1541	2281	1
1541	2379	1
1541	2479	1
1541	2758	1
1550	1796	1
1550	2030	1
1550	2185	1
1550	2279	2
1550	2281	1
1550	2473	1
1575	2279	1
1596	2077	1
1596	2281	1
1596	2533	1
1596	2673	1
1618	2336	2
1618	2460	1
1618	2548	1
1627	1676	2
1627	1924	1
1627	2203	1
1627	2314	1
1627	2379	2
1627	2382	2
1627	2521	1
1627	2548	2
1627	2757	1
1627	2800	1
1672	1914	2
1672	1916	1
1672	2344	2
1672	2457	2
1672	2529	1
1676	1796	1
1676	2279	1
1676	2355	1
1676	2548	1
1704	2077	2
1704	2281	1
1704	2521	1
1796	2030	1
1796	2281	1
1796	2339	1
1796	2355	1
1796	2798	2
1888	2077	1
1888	2314	1
1888	2336	2
1888	2355	1
1914	2279	1
1914	2281	1
1914	2305	1
1914	2457	1
1914	2720	1
1916	2030	1
1916	2105	1
1916	2281	1
1916	2318	1
1916	2336	1
1916	2344	3
1916	2379	1
1916	2457	1
1916	2460	1
1916	2473	2
1916	2533	1
1924	2077	1
1924	2281	1
1924	2336	1
1924	2457	1
1924	2529	1
1924	2548	2
1924	2800	1
1976	2314	1
1976	2521	1
1976	2529	1
1976	2693	1
2009	2521	1
2030	2043	2
2030	2077	3
2030	2203	1
2030	2279	3
2030	2281	3
2030	2344	1
2030	2521	1
2030	2757	2
2030	2798	1
2043	2279	1
2043	2445	1
2043	2660	1
2043	2757	2
2077	2279	1
2077	2280	2
2077	2281	2
2077	2316	1
2077	2326	1
2077	2344	1
2077	2473	1
2077	2640	1
2077	2757	1
2077	2800	2
2105	2279	4
2105	2281	2
2105	2344	1
2105	2533	1
2105	2548	1
2105	2660	1
2113	2314	1
2185	2203	1
2185	2281	2
2185	2473	1
2203	2281	2
2203	2314	1
2203	2339	1
2203	2445	1
2203	2757	1
2279	2281	2
2279	2305	1
2279	2314	3
2279	2318	11
2279	2379	1
2279	2460	1
2279	2473	1
2279	2521	4
2279	2533	1
2279	2548	1
2279	2640	1
2279	2660	4
2279	2673	1
2279	2798	3
2279	2800	3
2279	2822	2
2280	2316	1
2280	2473	1
2281	2305	2
2281	2314	4
2281	2318	1
2281	2329	1
2281	2336	3
2281	2445	1
2281	2460	1
2281	2473	5
2281	2533	1
2281	2548	3
2281	2660	1
2281	2693	1
2281	2757	2
2281	2758	1
2281	2798	2
2281	2800	3
2281	2822	1
2297	2314	1
2297	2457	1
2297	2521	1
2297	2660	1
2305	2318	1
2305	2521	1
2314	2318	1
2314	2336	1
2314	2473	1
2314	2548	1
2314	2800	1
2314	2822	1
2316	2533	1
2318	2521	1
2318	2800	1
2326	2355	1
2326	2800	1
2329	2473	1
2336	2460	1
2336	2473	1
2336	2529	1
2336	2609	1
2336	2822	1
2344	2379	1
2344	2457	1
2355	2529	1
2355	2720	1
2379	2445	2
2379	2457	1
2379	2529	1
2382	2548	1
2457	2529	2
2460	2473	1
2460	2548	1
2473	2548	1
2473	2660	1
2473	2673	1
2473	2693	1
2521	2529	1
2521	2720	1
2529	2757	1
2533	2673	1
2533	2693	1
2533	2758	1
2548	2673	2
2548	2800	1
2640	2800	1
2660	2673	2
2720	2822	1
2800	2822	1
